Id,state,km,3_days_nro_smartphones
1,SP,232,3
2,SP,231,5
3,SP,230,8
4,SP,229,103
5,SP,228,11
6,SP,227,2
7,SP,226,3
8,SP,225,4
9,SP,224,2
11,SP,222,6
18,SP,215,1
22,SP,211,1
25,SP,208,1
27,SP,206,3
29,SP,204,1
32,SP,201,1
35,SP,198,1
39,SP,194,1
43,SP,190,1
49,SP,184,1
51,SP,182,1
71,SP,162,2
76,SP,157,2
82,SP,151,1
87,SP,146,1
89,SP,144,2
92,SP,141,2
96,SP,137,2
97,SP,136,1
99,SP,134,1
101,SP,132,1
105,SP,128,1
107,SP,126,1
109,SP,124,1
111,SP,122,1
113,SP,120,2
116,SP,117,1
129,SP,104,1
135,SP,98,1
137,SP,96,1
138,SP,95,1
144,SP,89,6
157,SP,76,1
167,SP,66,1
190,SP,43,1
193,SP,40,94
194,SP,39,1
195,SP,38,1
226,SP,7,1
231,SP,2,1
232,SP,1,1
233,SP,0,1
234,RJ,333,1
235,RJ,332,1
249,RJ,318,1
251,RJ,316,1
258,RJ,309,1
262,RJ,305,1
265,RJ,302,2
270,RJ,297,93
273,RJ,294,1
281,RJ,286,1
286,RJ,281,1
304,RJ,263,1
312,RJ,255,1
313,RJ,254,1
320,RJ,247,1
344,RJ,223,2
346,RJ,221,3
348,RJ,219,2
350,RJ,217,2
351,RJ,216,8
355,RJ,212,1
358,RJ,209,1
367,RJ,200,1
374,RJ,193,1
379,RJ,188,1
386,RJ,181,3
388,RJ,179,5
391,RJ,176,4
393,RJ,174,1
394,RJ,173,1
395,RJ,172,2
396,RJ,171,41
398,RJ,169,2
399,RJ,168,4
400,RJ,167,4
401,RJ,166,1
402,RJ,165,2
403,RJ,164,13
