longitude,latitude,time,station_id,PeakPeriod,PeakDirection,UpcrossPeriod,SignificantWaveHeight,Hmax,SeaTemperature,MeanCurSpeed,MeanCurDirTo
degrees_east,degrees_north,UTC,,s,degrees_true,s,cm,cm,degree_C,m/s,degrees_true
-10.094833,52.282333,2021-09-21T20:00:00Z,Brandon Bay,11.76,306.1099,6.59,152.0,262.0,16.17,NaN,NaN
-10.094833,52.282333,2021-09-21T20:05:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.17,NaN,NaN
-10.094833,52.282333,2021-09-21T20:10:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.21,NaN,NaN
-10.094833,52.282333,2021-09-21T20:15:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.17,NaN,NaN
-10.094833,52.282333,2021-09-21T20:20:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.17,NaN,NaN
-10.094833,52.282333,2021-09-21T20:25:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.12,NaN,NaN
-10.094833,52.282333,2021-09-21T20:30:00Z,Brandon Bay,11.76,305.14285,6.76,147.0,214.0,16.12,NaN,NaN
-10.094833,52.282333,2021-09-21T20:35:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.12,NaN,NaN
-10.094833,52.282333,2021-09-21T20:40:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.12,NaN,NaN
-10.094833,52.282333,2021-09-21T20:45:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.12,NaN,NaN
-10.094833,52.282333,2021-09-21T20:50:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.17,NaN,NaN
-10.094833,52.282333,2021-09-21T20:55:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.17,NaN,NaN
-10.094833,52.282333,2021-09-21T21:00:00Z,Brandon Bay,11.11,306.37363,6.69,146.0,239.0,16.17,NaN,NaN
-10.094833,52.282333,2021-09-21T21:05:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.17,NaN,NaN
-10.094833,52.282333,2021-09-21T21:10:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.17,NaN,NaN
-10.094833,52.282333,2021-09-21T21:15:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.17,NaN,NaN
-10.094833,52.282333,2021-09-21T21:20:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.17,NaN,NaN
-10.094833,52.282333,2021-09-21T21:25:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.17,NaN,NaN
-10.094833,52.282333,2021-09-21T21:30:00Z,Brandon Bay,11.11,306.2857,6.61,148.0,212.0,16.17,NaN,NaN
-10.094833,52.282333,2021-09-21T21:35:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.17,NaN,NaN
-10.094833,52.282333,2021-09-21T21:40:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.17,NaN,NaN
-10.094833,52.282333,2021-09-21T21:45:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.17,NaN,NaN
-10.094833,52.282333,2021-09-21T21:50:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.17,NaN,NaN
-10.094833,52.282333,2021-09-21T21:55:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.17,NaN,NaN
-10.094833,52.282333,2021-09-21T22:00:00Z,Brandon Bay,11.11,305.4066,6.24,146.0,253.0,16.17,NaN,NaN
-10.094833,52.282333,2021-09-21T22:05:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.17,NaN,NaN
-10.094833,52.282333,2021-09-21T22:10:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.17,NaN,NaN
-10.094833,52.282333,2021-09-21T22:15:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.17,NaN,NaN
-10.094833,52.282333,2021-09-21T22:20:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.17,NaN,NaN
-10.094833,52.282333,2021-09-21T22:25:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.17,NaN,NaN
-10.094833,52.282333,2021-09-21T22:30:00Z,Brandon Bay,11.11,304.6154,6.38,147.0,209.0,16.17,NaN,NaN
-10.094833,52.282333,2021-09-21T22:35:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.17,NaN,NaN
-10.094833,52.282333,2021-09-21T22:40:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.17,NaN,NaN
-10.094833,52.282333,2021-09-21T22:45:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.17,NaN,NaN
-10.094833,52.282333,2021-09-21T22:50:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.17,NaN,NaN
-10.094833,52.282333,2021-09-21T22:55:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.17,NaN,NaN
-10.094833,52.282333,2021-09-21T23:00:00Z,Brandon Bay,11.11,304.7033,6.11,136.0,227.0,16.17,NaN,NaN
-10.094833,52.282333,2021-09-21T23:05:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.17,NaN,NaN
-10.094833,52.282333,2021-09-21T23:10:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.17,NaN,NaN
-10.094833,52.282333,2021-09-21T23:15:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.17,NaN,NaN
-10.094833,52.282333,2021-09-21T23:20:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.17,NaN,NaN
-10.094833,52.282333,2021-09-21T23:25:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.17,NaN,NaN
-10.094833,52.282333,2021-09-21T23:30:00Z,Brandon Bay,10.0,306.8132,6.21,148.0,205.0,16.17,NaN,NaN
-10.094833,52.282333,2021-09-21T23:35:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.17,NaN,NaN
-10.094833,52.282333,2021-09-21T23:40:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.17,NaN,NaN
-10.094833,52.282333,2021-09-21T23:45:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.17,NaN,NaN
-10.094833,52.282333,2021-09-21T23:50:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.17,NaN,NaN
-10.094833,52.282333,2021-09-21T23:55:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.17,NaN,NaN
-10.094833,52.282333,2021-09-22T00:00:00Z,Brandon Bay,10.53,306.989,6.36,154.0,249.0,16.17,NaN,NaN
-10.094833,52.282333,2021-09-22T00:05:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.17,NaN,NaN
-10.094833,52.282333,2021-09-22T00:10:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.12,NaN,NaN
-10.094833,52.282333,2021-09-22T00:15:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.17,NaN,NaN
-10.094833,52.282333,2021-09-22T00:20:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.17,NaN,NaN
-10.094833,52.282333,2021-09-22T00:25:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.17,NaN,NaN
-10.094833,52.282333,2021-09-22T00:30:00Z,Brandon Bay,10.53,304.87912,6.05,143.0,208.0,16.17,NaN,NaN
-10.094833,52.282333,2021-09-22T00:35:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.12,NaN,NaN
-10.094833,52.282333,2021-09-22T00:40:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.12,NaN,NaN
-10.094833,52.282333,2021-09-22T00:45:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.12,NaN,NaN
-10.094833,52.282333,2021-09-22T00:50:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.12,NaN,NaN
-10.094833,52.282333,2021-09-22T00:55:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.12,NaN,NaN
-10.094833,52.282333,2021-09-22T01:00:00Z,Brandon Bay,11.11,306.1978,6.46,163.0,224.0,16.12,NaN,NaN
-10.094833,52.282333,2021-09-22T01:05:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.12,NaN,NaN
-10.094833,52.282333,2021-09-22T01:10:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.12,NaN,NaN
-10.094833,52.282333,2021-09-22T01:15:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.12,NaN,NaN
-10.094833,52.282333,2021-09-22T01:20:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.08,NaN,NaN
-10.094833,52.282333,2021-09-22T01:25:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.08,NaN,NaN
-10.094833,52.282333,2021-09-22T01:30:00Z,Brandon Bay,10.53,303.56042,6.09,147.0,298.0,16.04,NaN,NaN
-10.094833,52.282333,2021-09-22T01:35:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.04,NaN,NaN
-10.094833,52.282333,2021-09-22T01:40:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.04,NaN,NaN
-10.094833,52.282333,2021-09-22T01:45:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.04,NaN,NaN
-10.094833,52.282333,2021-09-22T01:50:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.04,NaN,NaN
-10.094833,52.282333,2021-09-22T01:55:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.04,NaN,NaN
-10.094833,52.282333,2021-09-22T02:00:00Z,Brandon Bay,11.76,304.96704,6.23,159.0,280.0,16.04,NaN,NaN
-10.094833,52.282333,2021-09-22T02:05:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.0,NaN,NaN
-10.094833,52.282333,2021-09-22T02:10:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.0,NaN,NaN
-10.094833,52.282333,2021-09-22T02:15:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.04,NaN,NaN
-10.094833,52.282333,2021-09-22T02:20:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.04,NaN,NaN
-10.094833,52.282333,2021-09-22T02:25:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.04,NaN,NaN
-10.094833,52.282333,2021-09-22T02:30:00Z,Brandon Bay,11.11,302.94507,6.07,156.0,261.0,16.04,NaN,NaN
-10.094833,52.282333,2021-09-22T02:35:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.08,NaN,NaN
-10.094833,52.282333,2021-09-22T02:40:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.08,NaN,NaN
-10.094833,52.282333,2021-09-22T02:45:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.08,NaN,NaN
-10.094833,52.282333,2021-09-22T02:50:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.12,NaN,NaN
-10.094833,52.282333,2021-09-22T02:55:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.12,NaN,NaN
-10.094833,52.282333,2021-09-22T03:00:00Z,Brandon Bay,11.11,308.48352,6.37,168.0,255.0,16.08,NaN,NaN
-10.094833,52.282333,2021-09-22T03:05:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.08,NaN,NaN
-10.094833,52.282333,2021-09-22T03:10:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.08,NaN,NaN
-10.094833,52.282333,2021-09-22T03:15:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.08,NaN,NaN
-10.094833,52.282333,2021-09-22T03:20:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.08,NaN,NaN
-10.094833,52.282333,2021-09-22T03:25:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.08,NaN,NaN
-10.094833,52.282333,2021-09-22T03:30:00Z,Brandon Bay,9.52,307.34067,6.49,163.0,256.0,16.08,NaN,NaN
-10.094833,52.282333,2021-09-22T03:35:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.08,NaN,NaN
-10.094833,52.282333,2021-09-22T03:40:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.08,NaN,NaN
-10.094833,52.282333,2021-09-22T03:45:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.08,NaN,NaN
-10.094833,52.282333,2021-09-22T03:50:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.08,NaN,NaN
-10.094833,52.282333,2021-09-22T03:55:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.08,NaN,NaN
-10.094833,52.282333,2021-09-22T04:00:00Z,Brandon Bay,11.76,305.93405,6.47,165.0,283.0,16.08,NaN,NaN
-10.094833,52.282333,2021-09-22T04:05:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.08,NaN,NaN
-10.094833,52.282333,2021-09-22T04:10:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.08,NaN,NaN
-10.094833,52.282333,2021-09-22T04:15:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.08,NaN,NaN
-10.094833,52.282333,2021-09-22T04:20:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.08,NaN,NaN
-10.094833,52.282333,2021-09-22T04:25:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.08,NaN,NaN
-10.094833,52.282333,2021-09-22T04:30:00Z,Brandon Bay,10.53,308.30768,6.85,178.0,286.0,16.08,NaN,NaN
-10.094833,52.282333,2021-09-22T04:35:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.08,NaN,NaN
-10.094833,52.282333,2021-09-22T04:40:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.08,NaN,NaN
-10.094833,52.282333,2021-09-22T04:45:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.04,NaN,NaN
-10.094833,52.282333,2021-09-22T04:50:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.04,NaN,NaN
-10.094833,52.282333,2021-09-22T04:55:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.04,NaN,NaN
-10.094833,52.282333,2021-09-22T05:00:00Z,Brandon Bay,11.11,304.08792,6.17,154.0,287.0,16.04,NaN,NaN
-10.094833,52.282333,2021-09-22T05:05:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.04,NaN,NaN
-10.094833,52.282333,2021-09-22T05:10:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.04,NaN,NaN
-10.094833,52.282333,2021-09-22T05:15:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.04,NaN,NaN
-10.094833,52.282333,2021-09-22T05:20:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.04,NaN,NaN
-10.094833,52.282333,2021-09-22T05:25:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.04,NaN,NaN
-10.094833,52.282333,2021-09-22T05:30:00Z,Brandon Bay,10.53,306.989,6.38,163.0,316.0,16.04,NaN,NaN
-10.094833,52.282333,2021-09-22T05:35:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.0,NaN,NaN
-10.094833,52.282333,2021-09-22T05:40:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.0,NaN,NaN
-10.094833,52.282333,2021-09-22T05:45:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.04,NaN,NaN
-10.094833,52.282333,2021-09-22T05:50:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.04,NaN,NaN
-10.094833,52.282333,2021-09-22T05:55:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.04,NaN,NaN
-10.094833,52.282333,2021-09-22T06:00:00Z,Brandon Bay,9.52,305.75824,6.45,165.0,317.0,16.0,NaN,NaN
-10.094833,52.282333,2021-09-22T06:05:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.0,NaN,NaN
-10.094833,52.282333,2021-09-22T06:10:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.0,NaN,NaN
-10.094833,52.282333,2021-09-22T06:15:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.0,NaN,NaN
-10.094833,52.282333,2021-09-22T06:20:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.0,NaN,NaN
-10.094833,52.282333,2021-09-22T06:25:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.0,NaN,NaN
-10.094833,52.282333,2021-09-22T06:30:00Z,Brandon Bay,10.53,304.96704,6.55,177.0,279.0,16.0,NaN,NaN
-10.094833,52.282333,2021-09-22T06:35:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.0,NaN,NaN
-10.094833,52.282333,2021-09-22T06:40:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.0,NaN,NaN
-10.094833,52.282333,2021-09-22T06:45:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.0,NaN,NaN
-10.094833,52.282333,2021-09-22T06:50:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.0,NaN,NaN
-10.094833,52.282333,2021-09-22T06:55:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.0,NaN,NaN
-10.094833,52.282333,2021-09-22T07:00:00Z,Brandon Bay,9.52,304.1758,6.64,178.0,267.0,16.0,NaN,NaN
-10.094833,52.282333,2021-09-22T07:05:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.0,NaN,NaN
-10.094833,52.282333,2021-09-22T07:10:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.0,NaN,NaN
-10.094833,52.282333,2021-09-22T07:15:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.04,NaN,NaN
-10.094833,52.282333,2021-09-22T07:20:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.0,NaN,NaN
-10.094833,52.282333,2021-09-22T07:25:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.04,NaN,NaN
-10.094833,52.282333,2021-09-22T07:30:00Z,Brandon Bay,11.76,301.97803,6.65,174.0,269.0,16.0,NaN,NaN
-10.094833,52.282333,2021-09-22T07:35:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.0,NaN,NaN
-10.094833,52.282333,2021-09-22T07:40:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.04,NaN,NaN
-10.094833,52.282333,2021-09-22T07:45:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.04,NaN,NaN
-10.094833,52.282333,2021-09-22T07:50:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.0,NaN,NaN
-10.094833,52.282333,2021-09-22T07:55:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.0,NaN,NaN
-10.094833,52.282333,2021-09-22T08:00:00Z,Brandon Bay,11.11,302.06595,6.8,181.0,309.0,16.0,NaN,NaN
-10.094833,52.282333,2021-09-22T08:05:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.0,NaN,NaN
-10.094833,52.282333,2021-09-22T08:10:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.04,NaN,NaN
-10.094833,52.282333,2021-09-22T08:15:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.04,NaN,NaN
-10.094833,52.282333,2021-09-22T08:20:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.04,NaN,NaN
-10.094833,52.282333,2021-09-22T08:25:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.04,NaN,NaN
-10.094833,52.282333,2021-09-22T08:30:00Z,Brandon Bay,11.76,301.8901,6.74,175.0,277.0,16.0,NaN,NaN
-10.094833,52.282333,2021-09-22T08:35:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.0,NaN,NaN
-10.094833,52.282333,2021-09-22T08:40:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.04,NaN,NaN
-10.094833,52.282333,2021-09-22T08:45:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.04,NaN,NaN
-10.094833,52.282333,2021-09-22T08:50:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.04,NaN,NaN
-10.094833,52.282333,2021-09-22T08:55:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.04,NaN,NaN
-10.094833,52.282333,2021-09-22T09:00:00Z,Brandon Bay,11.76,304.87912,6.59,173.0,249.0,16.04,NaN,NaN
-10.094833,52.282333,2021-09-22T09:05:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.04,NaN,NaN
-10.094833,52.282333,2021-09-22T09:10:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.04,NaN,NaN
-10.094833,52.282333,2021-09-22T09:15:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.08,NaN,NaN
-10.094833,52.282333,2021-09-22T09:20:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.08,NaN,NaN
-10.094833,52.282333,2021-09-22T09:25:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.08,NaN,NaN
-10.094833,52.282333,2021-09-22T09:30:00Z,Brandon Bay,11.11,304.87912,6.34,171.0,239.0,16.08,NaN,NaN
-10.094833,52.282333,2021-09-22T09:35:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.12,NaN,NaN
-10.094833,52.282333,2021-09-22T09:40:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.08,NaN,NaN
-10.094833,52.282333,2021-09-22T09:45:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.12,NaN,NaN
-10.094833,52.282333,2021-09-22T09:50:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.12,NaN,NaN
-10.094833,52.282333,2021-09-22T09:55:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.12,NaN,NaN
-10.094833,52.282333,2021-09-22T10:00:00Z,Brandon Bay,11.11,302.76923,6.5,178.0,295.0,16.12,NaN,NaN
-10.094833,52.282333,2021-09-22T10:05:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.12,NaN,NaN
-10.094833,52.282333,2021-09-22T10:10:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.12,NaN,NaN
-10.094833,52.282333,2021-09-22T10:15:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.17,NaN,NaN
-10.094833,52.282333,2021-09-22T10:20:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.12,NaN,NaN
-10.094833,52.282333,2021-09-22T10:25:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.12,NaN,NaN
-10.094833,52.282333,2021-09-22T10:30:00Z,Brandon Bay,11.11,303.8242,6.25,176.0,269.0,16.12,NaN,NaN
-10.094833,52.282333,2021-09-22T10:35:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.12,NaN,NaN
-10.094833,52.282333,2021-09-22T10:40:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.12,NaN,NaN
-10.094833,52.282333,2021-09-22T10:45:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.12,NaN,NaN
-10.094833,52.282333,2021-09-22T10:50:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.12,NaN,NaN
-10.094833,52.282333,2021-09-22T10:55:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.12,NaN,NaN
-10.094833,52.282333,2021-09-22T11:00:00Z,Brandon Bay,11.76,304.1758,6.13,180.0,307.0,16.12,NaN,NaN
-10.094833,52.282333,2021-09-22T11:05:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.12,NaN,NaN
-10.094833,52.282333,2021-09-22T11:10:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.12,NaN,NaN
-10.094833,52.282333,2021-09-22T11:15:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.12,NaN,NaN
-10.094833,52.282333,2021-09-22T11:20:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.12,NaN,NaN
-10.094833,52.282333,2021-09-22T11:25:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.12,NaN,NaN
-10.094833,52.282333,2021-09-22T11:30:00Z,Brandon Bay,11.11,303.64835,5.8,169.0,327.0,16.12,NaN,NaN
-10.094833,52.282333,2021-09-22T11:35:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.12,NaN,NaN
-10.094833,52.282333,2021-09-22T11:40:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.12,NaN,NaN
-10.094833,52.282333,2021-09-22T11:45:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.12,NaN,NaN
-10.094833,52.282333,2021-09-22T11:50:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.17,NaN,NaN
-10.094833,52.282333,2021-09-22T11:55:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.17,NaN,NaN
-10.094833,52.282333,2021-09-22T12:00:00Z,Brandon Bay,9.09,301.0989,5.86,178.0,300.0,16.17,NaN,NaN
-10.094833,52.282333,2021-09-22T12:05:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.17,NaN,NaN
-10.094833,52.282333,2021-09-22T12:10:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.12,NaN,NaN
-10.094833,52.282333,2021-09-22T12:15:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.17,NaN,NaN
-10.094833,52.282333,2021-09-22T12:20:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.17,NaN,NaN
-10.094833,52.282333,2021-09-22T12:25:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.21,NaN,NaN
-10.094833,52.282333,2021-09-22T12:30:00Z,Brandon Bay,10.53,305.58243,6.1,190.0,272.0,16.21,NaN,NaN
-10.094833,52.282333,2021-09-22T12:35:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.21,NaN,NaN
-10.094833,52.282333,2021-09-22T12:40:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.21,NaN,NaN
-10.094833,52.282333,2021-09-22T12:45:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.21,NaN,NaN
-10.094833,52.282333,2021-09-22T12:50:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.21,NaN,NaN
-10.094833,52.282333,2021-09-22T12:55:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.21,NaN,NaN
-10.094833,52.282333,2021-09-22T13:00:00Z,Brandon Bay,10.53,301.62637,5.87,184.0,289.0,16.21,NaN,NaN
-10.094833,52.282333,2021-09-22T13:05:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.21,NaN,NaN
-10.094833,52.282333,2021-09-22T13:10:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.21,NaN,NaN
-10.094833,52.282333,2021-09-22T13:15:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.25,NaN,NaN
-10.094833,52.282333,2021-09-22T13:20:00Z,Brandon Bay,NaN,NaN,NaN,NaN,NaN,16.25,NaN,NaN
