Latitude;Longitude
-23.1828301;-45.8461282
-23.1826175;-45.8456992
-23.1824033;-45.8451445
-23.1821238;-45.8447507
-23.1819263;-45.8442231
-23.1816727;-45.8441009
-23.1816076;-45.8428259
-23.1809735;-45.842067
-23.1805942;-45.8416781
-23.18039810000001;-45.84138730000001
-23.1802515;-45.84055729999999
-23.1798201;-45.8401579
-23.1796246;-45.8399924
-23.1795453;-45.83986470000001
-23.1794842;-45.83972320000001
-23.1794165;-45.8390228
-23.1790606;-45.83846479999999
-23.178774;-45.8377675
-23.1784353;-45.8376199
-23.1783609;-45.8366906
-23.1779118;-45.8353644
-23.1772316;-45.83490100000001
-23.1770033;-45.8347212
-23.1769091;-45.8343053
-23.1766962;-45.83293250000001
-23.1759881;-45.8325593
-23.17579720000001;-45.832463
-23.1757475;-45.83213309999999
-23.1755773;-45.83110489999999
-23.1750849;-45.83042799999999
-23.174775;-45.82986649999999
-23.1744908;-45.8281625
-23.1736282;-45.82790599999999
-23.1734984;-45.8264447
-23.1727674;-45.8259336
-23.17251170000001;-45.8245453
-23.171837;-45.82332279999999
-23.1712429;-45.8219568
-23.1705659;-45.8214847
-23.17032740000001;-45.8213132
-23.1702407;-45.8197701
-23.1694611;-45.8194995
-23.1693244;-45.8192554
-23.1692018;-45.8170236
-23.1680804;-45.8162157
-23.1676765;-45.815949
-23.1675387;-45.81375930000001
-23.1664394;-45.8134521
-23.1662836;-45.8132808
-23.1661967;-45.81249560000001
-23.1657985;-45.8101297
-23.1645731;-45.8096941
-23.1643548;-45.80940020000001
-23.1642076;-45.809007
-23.1640105;-45.8088352
-23.1639244;-45.80845340000001
-23.163733;-45.8076275
-23.1633308;-45.8067631
-23.1629099;-45.80671019999999
-23.1628841;-45.8060649
-23.1625851;-45.8060015
-23.1625557;-45.8058934
-23.1624986;-45.8054505
-23.1622649;-45.8050439
-23.1620528;-45.8045031
-23.1617747;-45.80434350000001
-23.16169100000001;-45.8041303
-23.16158250000001;-45.803667
-23.16135450000001;-45.8000427
-23.15950700000001;-45.7964913
-23.1576966;-45.7948891
-23.1569263;-45.7943995
-23.1566772;-45.7933721
-23.1561654;-45.7924292
-23.1556966;-45.7922339
-23.1555995;-45.79174059999999
-23.1553548;-45.79125910000001
-23.155116;-45.790127
-23.1545496;-45.7896606
-23.1543234;-45.78849569999999
-23.15368970000001;-45.7855761
-23.152217;-45.7854046
-23.1521305;-45.78334649999999
-23.1510924;-45.7826605
-23.1507463;-45.781803
-23.1503138;-45.7805304
-23.1496718;-45.7802596
-23.149535;-45.780042
-23.1494235;-45.77982419999999
-23.1493126;-45.7795803
-23.1491917;-45.7793378
-23.1490739;-45.778888
-23.1488471;-45.7787213
-23.1487634;-45.778106
-23.1484526;-45.7771018
-23.1479517;-45.7767758
-23.1477886;-45.7760983
-23.1474496;-45.7738409
-23.1463154;-45.7731912
-23.1459885;-45.7709908
-23.1448648;-45.76984270000001
-23.1442835;-45.7696714
-23.1441968;-45.7696266
-23.1441741;-45.7683755
-23.1435407;-45.76658030000001
-23.1426467;-45.7646883
-23.1417044;-45.7637806
-23.1412523;-45.763144
-23.1409274;-45.7626631
-23.140682;-45.76171970000001
-23.1401871;-45.75920719999999
-23.1389254;-45.7590329
-23.1388379;-45.7582112
-23.1384253;-45.7576878
-23.13815960000001;-45.7572601
-23.1379514;-45.75717310000001
-23.1379088;-45.7568809
-23.1377631;-45.7566887
-23.1376629;-45.75612039999999
-23.1373689;-45.7551628
-23.1368987;-45.7544951
-23.1365836;-45.75408480000001
-23.1363782;-45.7531602
-23.1359043;-45.7528084
-23.1357264;-45.752637
-23.1356397;-45.7495522
-23.1340793;-45.7473501
-23.1329461;-45.7419439
-23.1302053;-45.74127690000001
-23.1298671;-45.73904380000001
-23.12876680000001;-45.73472219999999
-23.1265591;-45.7345512
-23.1264718;-45.73386730000001
-23.1261224;-45.7315872
-23.1249847;-45.7310695
-23.1247281;-45.7284869
-23.1234483;-45.7268901
-23.1226025;-45.7262717
-23.1222803;-45.7247375
-23.1214824;-45.7243063
-23.1212673;-45.72396400000001
-23.1210966;-45.7227607
-23.1204982;-45.7215297
-23.1199374;-45.7211219
-23.1197053;-45.720611
-23.1194298;-45.7199712
-23.1190845;-45.7172741
-23.11769;-45.71631060000001
-23.1171977;-45.715182
-23.1166573;-45.7136353
-23.115853;-45.7134651
-23.1157645;-45.7120441
-23.11502550000001;-45.7112243
-23.1146099;-45.7098685
-23.1139414;-45.70805969999999
-23.1129525;-45.70799339999999
-23.1129206;-45.7079768
-23.1129126;-45.7079272
-23.1128886;-45.7075001
-23.1126998;-45.7074309
-23.1126609;-45.70742630000001
-23.1126583;-45.7073617
-23.1126219;-45.7060259
-23.11191820000001;-45.70572289999999
-23.1117916;-45.70500920000001
-23.11140290000001;-45.7043494
-23.1110328;-45.7036402
-23.1105981;-45.70347709999999
-23.1104981;-45.7026573
-23.1099957;-45.701825
-23.1094874;-45.7011976
-23.1091041;-45.6997828
-23.1081023;-45.6995735
-23.1079572;-45.696665
-23.1059531;-45.6953673
-23.105041;-45.6949625
-23.1047565;-45.69393820000001
-23.1040585;-45.6926286
-23.1031583;-45.69047269999999
-23.1016764;-45.68919029999999
-23.1007801;-45.6882316
-23.1001101;-45.688101
-23.1000177;-45.6879607
-23.0999187;-45.6878204
-23.0998196;-45.6873523
-23.0994875;-45.6857521
-23.0984462;-45.68386389999999
-23.0971953;-45.68349060000001
-23.0969635;-45.68275929999999
-23.0964421;-45.68271390000001
-23.0964121;-45.68260240000001
-23.0963336;-45.68249090000001
-23.0962551;-45.6817046
-23.0956897;-45.6808328
-23.09505770000001;-45.68060799999999
-23.0949068;-45.6776793
-23.0928905;-45.6775228
-23.0927827;-45.6762821
-23.0919285;-45.6759575
-23.0917048;-45.6743929
-23.09062610000001;-45.6742364
-23.09051820000001;-45.6740039
-23.0903579;-45.6728239
-23.0895528;-45.6694521
-23.0872524;-45.6687434
-23.08676360000001;-45.667179
-23.0856847;-45.6660839
-23.0849295;-45.66559349999999
-23.0845912;-45.665376
-23.0844345;-45.66515720000001
-23.0842828;-45.66492860000001
-23.0841319;-45.664708
-23.0839841;-45.6644951
-23.0838267;-45.6642717
-23.0836743;-45.6638235
-23.0833796;-45.66344039999999
-23.0831077;-45.6616089
-23.0818592;-45.6607444
-23.0812878;-45.66071479999999
-23.0812682;-45.6594475
-23.0804155;-45.6588576
-23.080005;-45.6587234
-23.0799117;-45.6582345
-23.0795603;-45.6580018
-23.0794011;-45.65714319999999
-23.0788106;-45.6568527
-23.0786472;-45.6565596
-23.0784592;-45.65625699999999
-23.0782372;-45.6559123
-23.0779749;-45.6556665
-23.0778093;-45.655639
-23.0777908;-45.6553073
-23.0775673;-45.6550671
-23.0773967;-45.654858
-23.0772501;-45.65482899999999
-23.0772298;-45.65470210000001
-23.0771415;-45.6545929
-23.0770655;-45.65454750000001
-23.0770315;-45.65436380000001
-23.0768942;-45.6541347
-23.0767165;-45.6539312
-23.076565;-45.6537367
-23.0764351;-45.6535263
-23.0763065;-45.6532473
-23.0761402;-45.6528749
-23.0759212;-45.65253499999999
-23.0757269;-45.65216050000001
-23.075527;-45.6518643
-23.0753767;-45.6515867
-23.0752385;-45.6514484
-23.0751608;-45.6510765
-23.0749519;-45.65078800000001
-23.0747756;-45.65053589999999
-23.0746214;-45.6503065
-23.0744677;-45.650286
-23.0744539;-45.65014830000001
-23.0743769;-45.64960839999999
-23.0740801;-45.6492429
-23.0738712;-45.6490186
-23.0737515;-45.64871610000001
-23.0736146;-45.6484496
-23.0734936;-45.6479582
-23.0732624;-45.6476813
-23.0731083;-45.6474812
-23.0730025;-45.64683819999999
-23.0727065;-45.6465433
-23.0725676;-45.6458331
-23.0721862;-45.6452821
-23.0718958;-45.6445941
-23.0715474;-45.644284
-23.0713908;-45.6439799
-23.0712486;-45.6437532
-23.0711426;-45.64294199999999
-23.0707561;-45.6424546
-23.0705364;-45.6417279
-23.0701657;-45.6416831
-23.0701428;-45.6415524
-23.0700867;-45.6413084
-23.069982;-45.64112160000001
-23.0698991;-45.6409015
-23.0697681;-45.6404965
-23.0694795;-45.64039390000001
-23.0694269;-45.63979880000001
-23.0691222;-45.6388406
-23.0686444;-45.63850750000001
-23.068477;-45.6378616
-23.0681522;-45.6378212
-23.0681321;-45.6357586
-23.0671039;-45.6355867
-23.0670182;-45.63463
-23.0665413;-45.6339601
-23.066214;-45.6329508
-23.06569920000001;-45.63280949999999
-23.0656273;-45.63280829999999
-23.0656267;-45.6326714
-23.0655581;-45.632044
-23.0652564;-45.6318792
-23.0651839;-45.6317145
-23.0650963;-45.6306526
-23.0645694;-45.6294755
-23.0639901;-45.6293031
-23.0639053;-45.6291307
-23.0638205;-45.6269389
-23.062742;-45.6258548
-23.0622098;-45.62475280000001
-23.0616688;-45.6243664
-23.061462;-45.6238699
-23.0612216;-45.6231276
-23.0608511;-45.622569
-23.0605788;-45.6221521
-23.0603905;-45.6216634
-23.0601538;-45.6213469
-23.0599918;-45.6208278
-23.059727;-45.6204914
-23.0595587;-45.6203521
-23.0594886;-45.62005769999999
-23.0593409;-45.6179155
-23.0582661;-45.61571799999999
-23.0571574;-45.61384489999999
-23.0562163;-45.6126426
-23.0556151;-45.6112434
-23.0549153;-45.6107266
-23.0546603;-45.6105543
-23.0545754;-45.6100725
-23.0543377;-45.6099512
-23.0542769;-45.6098299
-23.0542161;-45.6089709
-23.0537871;-45.608942
-23.0537727;-45.6087991
-23.0537013;-45.6086273
-23.0536155;-45.6084555
-23.0535297;-45.6079745
-23.0532894;-45.6070811
-23.0528434;-45.6070713
-23.0528385;-45.6063571
-23.0524826;-45.6057027
-23.0521637;-45.60553
-23.0520795;-45.6053115
-23.051973;-45.6048387
-23.0517433;-45.60447369999999
-23.051566;-45.6037479
-23.0512309;-45.6031288
-23.0509538;-45.60299460000001
-23.0509025;-45.6022682
-23.0506092;-45.6016369
-23.0503247;-45.6011909
-23.0501415;-45.60074449999999
-23.0499581;-45.6001582
-23.0497138;-45.5995084
-23.0494406;-45.5994272
-23.0494085;-45.5993845
-23.0493911;-45.5993695
-23.049385;-45.5993121
-23.0493608;-45.59868359999999
-23.0491479;-45.59802839999999
-23.0489203;-45.5970055
-23.0485837;-45.5961148
-23.0482554;-45.5960488
-23.0482316;-45.5949306
-23.0478577;-45.5945589
-23.0477399;-45.5937576
-23.047492;-45.5925253
-23.0471338;-45.5917643
-23.0469218;-45.5915997
-23.0468767;-45.5915474
-23.0468626;-45.59143490000001
-23.0468323;-45.59126990000001
-23.0467886;-45.59110459999999
-23.0467457;-45.5909391
-23.0467035;-45.5907734
-23.046662;-45.5897001
-23.0463961;-45.5880032
-23.0459599;-45.5862625
-23.0455116;-45.5854149
-23.0452951;-45.5845682
-23.0450909;-45.5835418
-23.0448497;-45.5827433
-23.0446341;-45.58242240000001
-23.0445444;-45.5823991
-23.0445387;-45.5811663
-23.0442367;-45.579122
-23.0437456;-45.5788926
-23.0436837;-45.5786624
-23.0436218;-45.5782
-23.0435018;-45.5777377
-23.0433814;-45.576693
-23.04308530000001;-45.576618
-23.0430637;-45.5763803
-23.0430018;-45.5760751
-23.0429231;-45.5757696
-23.04284510000001;-45.5753283
-23.0427335;-45.57498460000001
-23.042647;-45.5745019
-23.0425245;-45.5726469
-23.0420501;-45.5717331
-23.0417674;-45.5687453
-23.0410105;-45.5672289
-23.0406257;-45.5667059
-23.0404886;-45.5666343
-23.0404708;-45.56663240000001
-23.0404703;-45.56662669999999
-23.0404689;-45.56654759999999
-23.0404492;-45.5660746
-23.0403316;-45.5646117
-23.0399605;-45.5645524
-23.0399484;-45.5645304
-23.0399439;-45.5644477
-23.0399268;-45.564392
-23.0399129;-45.5636689
-23.0397275;-45.5630431
-23.0395472;-45.56269149999999
-23.0394376;-45.5626061
-23.0394146;-45.5622894
-23.0393098;-45.5619765
-23.0392031;-45.56181790000001
-23.0391485;-45.5615835
-23.03906660000001;-45.5614258
-23.0390118;-45.5611916
-23.0389281;-45.5610309
-23.0388706;-45.560826
-23.0387957;-45.560684
-23.0387404;-45.5605434
-23.0386852;-45.5604009
-23.0386287;-45.5603083
-23.0385904;-45.56012020000001
-23.0385127;-45.559934
-23.0384339;-45.5597483
-23.0383532;-45.5595996
-23.0382869;-45.55945369999999
-23.0382201;-45.55944029999999
-23.038214;-45.5592684
-23.0381346;-45.5590795
-23.0380463;-45.55889009999999
-23.037957;-45.5587018
-23.0378663;-45.5585134
-23.0377753;-45.5583286
-23.0376835;-45.5579928
-23.0375074;-45.5578942
-23.0374593;-45.55779770000001
-23.0374069;-45.5576574
-23.0373272;-45.5575666
-23.0372771;-45.55743649999999
-23.0371994;-45.557245
-23.0370888;-45.5571054
-23.0370004;-45.55697070000001
-23.0369338;-45.5569208
-23.0369058;-45.5568779
-23.0368828;-45.55678910000001
-23.0368318;-45.55640650000001
-23.0366046;-45.555851
-23.0362554;-45.55584369999999
-23.03625;-45.5550489
-23.0357521;-45.5537488
-23.0348668;-45.5533055
-23.0345466;-45.5522404
-23.0337837;-45.5520455
-23.0336455;-45.5508472
-23.0327955;-45.5507958
-23.0327591;-45.5499107
-23.0321313;-45.5493324
-23.0317094;-45.5493281
-23.0317062;-45.5492536
-23.0316515;-45.5488111
-23.0313313;-45.54872760000001
-23.0312692;-45.5480067
-23.03074;-45.5474751
-23.03035;-45.54648409999999
-23.02965;-45.546102
-23.0293867;-45.5454335
-23.0288781;-45.5448393
-23.028471;-45.5443436
-23.0281172;-45.5437571
-23.0276987;-45.5431073
-23.0272196;-45.5423259
-23.0266489;-45.5406269
-23.0254413;-45.5405209
-23.0253703;-45.5389615
-23.0242573;-45.53861650000001
-23.0240072;-45.53826990000001
-23.0237571;-45.53757810000001
-23.0232593;-45.5362031
-23.0222587;-45.536017
-23.0221422;-45.53578469999999
-23.0219647;-45.53568130000001
-23.0218891;-45.5355704
-23.0218072;-45.5354688
-23.0217288;-45.535428
-23.0216973;-45.53536729999999
-23.0216504;-45.535311
-23.0216027;-45.53529040000001
-23.0215863;-45.535212
-23.0215239;-45.5349282
-23.0213387;-45.5346445
-23.0211534;-45.53460520000001
-23.0211256;-45.53372350000001
-23.0204855;-45.53357010000001
-23.0203741;-45.5333069
-23.020183;-45.53269800000001
-23.0197489;-45.5319317
-23.019199;-45.53190990000001
-23.0191834;-45.5313794
-23.0188042;-45.5311601
-23.0186472;-45.5310059
-23.0185368;-45.5308447
-23.0184214;-45.5302701
-23.0180053;-45.5295222
-23.0174658;-45.5293125
-23.017318;-45.5291574
-23.0172086;-45.5290851
-23.0171577;-45.52900319999999
-23.0170981;-45.52832309999999
-23.0166028;-45.5277234
-23.0161727;-45.5275743
-23.0160616;-45.52708320000001
-23.0157101;-45.52386390000001
-23.0134159;-45.52247319999999
-23.0124248;-45.5210062
-23.01137930000001;-45.5208972
-23.0112994;-45.5208683
-23.0112783;-45.5208067
-23.0112334;-45.5207162
-23.0111673;-45.52069939999999
-23.011155;-45.5202739
-23.0108615;-45.5194516
-23.0103054;-45.5189125
-23.0099553;-45.5180733
-23.0094279;-45.51801219999999
-23.009392;-45.517166
-23.0088953;-45.5169787
-23.0087861;-45.5166883
-23.008627;-45.5163102
-23.00842;-45.5158647
-23.0081745;-45.5153843
-23.0079238;-45.5151675
-23.0078143;-45.51466090000001
-23.0075583;-45.5137461
-23.0071016;-45.5134382
-23.006949;-45.5131948
-23.0068254;-45.5125069
-23.0064762;-45.5118197
-23.0061356;-45.5108594
-23.0056569;-45.51035939999999
-23.0054021;-45.5096769
-23.0050657;-45.50924740000001
-23.0048477;-45.5087928
-23.0046169;-45.5079117
-23.0041787;-45.50733270000001
-23.0038837;-45.50716510000001
-23.003802;-45.5069087
-23.0036771;-45.5062146
-23.003327;-45.50430589999999
-23.0023731;-45.5039137
-23.0021792;-45.5033157
-23.0018804;-45.5027901
-23.0016117;-45.50193229999999
-23.0011784;-45.5011825
-23.000804;-45.50098970000001
-23.0007078;-45.49891
-22.9996615;-45.4984504
-22.9994271;-45.4978064
-22.9991012;-45.4976352
-22.9990145;-45.4964367
-22.998408;-45.495923
-22.998148;-45.4954741
-22.9979208;-45.4924988
-22.9964145;-45.4910168
-22.9956709;-45.4907728
-22.9955499;-45.4892245
-22.9947823;-45.48905250000001
-22.994697;-45.4871603
-22.9937588;-45.4862967
-22.9933306;-45.4835631
-22.9919419;-45.4815109
-22.9908993;-45.4809971
-22.9906383;-45.48003139999999
-22.9901579;-45.4790653
-22.9896781;-45.47788310000001
-22.9890566;-45.477386
-22.9887971;-45.476937
-22.9885849;-45.47154750000001
-22.9858816;-45.4713647
-22.9857849;-45.47042559999999
-22.9853456;-45.4686402
-22.9844593;-45.46813050000001
-22.9841933;-45.4662755
-22.9832547;-45.4651152
-22.9826922;-45.4649424
-22.9826084;-45.4644302
-22.9823601;-45.4633978
-22.9818447;-45.46339330000001
-22.9818425;-45.4629452
-22.9816149;-45.4624963
-22.981387;-45.4619407
-22.9810943;-45.46172619999999
-22.98098170000001;-45.4615564
-22.9808926;-45.46138669999999
-22.9808036;-45.4605887
-22.9803966;-45.4590283
-22.979611;-45.4579998
-22.9790933;-45.4578284
-22.979007;-45.4567999
-22.9784892;-45.4553317
-22.9777878;-45.4551957
-22.9777184;-45.45488590000001
-22.9775552;-45.4545753
-22.9773902;-45.45307489999999
-22.9766215;-45.4529042
-22.976534;-45.4515385
-22.9758343;-45.45122360000001
-22.9756908;-45.45114679999999
-22.975653;-45.4511283
-22.97564390000001;-45.4510331
-22.9755969;-45.449642
-22.9748891;-45.4496248
-22.9748803;-45.44945419999999
-22.9747927;-45.4493304
-22.9747292;-45.4488718
-22.9744829;-45.4487752
-22.9744368;-45.4476625
-22.9739059;-45.4471374
-22.9736271;-45.4469629
-22.9735416;-45.4458512
-22.9729878;-45.4456794
-22.9729022;-45.44413300000001
-22.9721318;-45.4439612
-22.9720462;-45.4427749
-22.9714551;-45.4425873
-22.9713604;-45.4424765
-22.9713045;-45.4424163
-22.9712734;-45.4414936
-22.970796;-45.44038330000001
-22.9702658;-45.4398741
-22.9700122;-45.43914959999999
-22.96965150000001;-45.4389051
-22.9695135;-45.43888000000001
-22.9694951;-45.4388027
-22.9694529;-45.4387702
-22.9694352;-45.43866040000001
-22.9693753;-45.438487
-22.9693005;-45.43825400000001
-22.9691926;-45.4371429
-22.9686213;-45.4355623
-22.967834;-45.43521109999999
-22.9676503;-45.4345963
-22.9673447;-45.4342132
-22.9671534;-45.4337538
-22.9669169;-45.4335353
-22.9668088;-45.43217309999999
-22.9661352;-45.4319871
-22.9660418;-45.4302687
-22.9651789;-45.4278419
-22.9639404;-45.42667110000001
-22.9633716;-45.4260972
-22.9630927;-45.4254698
-22.9627703;-45.42437529999999
-22.9622079;-45.42393450000001
-22.9619901;-45.42393060000001
-22.9619882;-45.4226831
-22.961361;-45.4220394
-22.9610301;-45.4217107
-22.9608685;-45.4210133
-22.9605276;-45.42000880000001
-22.9600088;-45.4191238
-22.9595672;-45.41904739999999
-22.9595305;-45.4190437
-22.9595287;-45.41896359999999
-22.9594901;-45.4181935
-22.9591045;-45.4169246
-22.958471;-45.416438
-22.9582275;-45.4162664
-22.95814160000001;-45.4160947
-22.9580557;-45.4150977
-22.9575568;-45.41446419999999
-22.9572323;-45.4142108
-22.95710430000001;-45.41386729999999
-22.9569305;-45.4132855
-22.9566382;-45.4124868
-22.9562421;-45.4116686
-22.9558377;-45.4110883
-22.9555325;-45.410417
-22.9552025;-45.4098103
-22.9548935;-45.4093384
-22.9546597;-45.4083207
-22.9541445;-45.4082747
-22.9541215;-45.40806180000001
-22.9540098;-45.4076029
-22.9537747;-45.40731379999999
-22.9536418;-45.4071852
-22.9535689;-45.40650980000001
-22.9532417;-45.4057888
-22.9528696;-45.40552880000001
-22.95272;-45.4046969
-22.9523121;-45.40378840000001
-22.9518521;-45.40220600000001
-22.9510799;-45.40135609999999
-22.9506603;-45.4003254
-22.9501356;-45.3998393
-22.9498917;-45.39947229999999
-22.9497066;-45.399301
-22.9496202;-45.3966133
-22.9482645;-45.3953518
-22.9476483;-45.395199
-22.9475736;-45.3950076
-22.9474783;-45.3938064
-22.9468803;-45.3934628
-22.9467056;-45.3932919
-22.9466187;-45.3928117
-22.9463746;-45.3924393
-22.9461801;-45.39079579999999
-22.9453386;-45.3897951
-22.9448386;-45.3896874
-22.9447848;-45.3896244
-22.9447513;-45.38936780000001
-22.9446147;-45.3880957
-22.9439749;-45.3870475
-22.943468;-45.3869703
-22.943432;-45.38694889999999
-22.9434225;-45.3860199
-22.9429438;-45.38541330000001
-22.942626;-45.3844839
-22.9421624;-45.38399620000001
-22.9419224;-45.383964
-22.9419059;-45.3836229
-22.9417306;-45.3831593
-22.9414924;-45.3808768
-22.94035720000001;-45.3801408
-22.939973;-45.379625
-22.9397099;-45.3788471
-22.939324;-45.37815950000001
-22.9389853;-45.3780504
-22.9389315;-45.37800130000001
-22.9389115;-45.3779523
-22.9388914;-45.37566029999999
-22.9377399;-45.3748999
-22.937346;-45.37480720000001
-22.9372947;-45.37128670000001
-22.9355114;-45.3689954
-22.9343719;-45.3683966
-22.9340764;-45.3682008
-22.9339797;-45.36786959999999
-22.9338136;-45.3673604
-22.9335628;-45.3664664
-22.9331224;-45.3649741
-22.9323873;-45.3641481
-22.9319749;-45.36366
-22.9317313;-45.36254679999999
-22.931155;-45.36196799999999
-22.9309251;-45.3614161
-22.9307256;-45.3611313
-22.9306156;-45.3608128
-22.9304817;-45.3603312
-22.9302328;-45.3600708
-22.930069;-45.35929360000001
-22.9295489;-45.35896919999999
-22.9293499;-45.358644
-22.9291722;-45.3580481
-22.9288694;-45.3580196
-22.9288544;-45.3574606
-22.9285609;-45.3570049
-22.9283476;-45.35654960000001
-22.928134;-45.3553313
-22.9275252;-45.3541129
-22.9269165;-45.35365179999999
-22.9266893;-45.3531901
-22.9264617;-45.35302160000001
-22.9263802;-45.352853
-22.9262984;-45.3523315
-22.9260358;-45.3518097
-22.9257731;-45.3501638
-22.92500250000001;-45.3470119
-22.9233961;-45.3462608
-22.9229822;-45.3451063
-22.922386;-45.3448371
-22.9222652;-45.3445685
-22.9221445;-45.3444331
-22.922075;-45.3433287
-22.9215081;-45.3431809
-22.9214322;-45.3417931
-22.9207207;-45.338315
-22.9189733;-45.33814360000001
-22.9188872;-45.3349886
-22.9173019;-45.3347153
-22.9171639;-45.3340075
-22.916799;-45.33368020000001
-22.9166391;-45.3333013
-22.916453;-45.332961
-22.9162706;-45.3326768
-22.9161217;-45.3323796
-22.91596910000001;-45.3317163
-22.9156454;-45.3315312
-22.9155599;-45.3312814
-22.9154371;-45.33110909999999
-22.9153402;-45.3308938
-22.9152286;-45.3307805
-22.9151708;-45.3306095
-22.9150835;-45.33031810000001
-22.91492480000001;-45.330064
-22.914802;-45.3297151
-22.9146159;-45.329474
-22.9144931;-45.329194
-22.9143516;-45.32895719999999
-22.9142549;-45.3287419
-22.9141433;-45.32848779999999
-22.914013;-45.32828540000001
-22.9139125;-45.3279255
-22.91375;-45.3276068
-22.9135863;-45.3272192
-22.9133927;-45.3269874
-22.9132745;-45.3267205
-22.9131406;-45.3265008
-22.9130251;-45.3262941
-22.9129171;-45.3261003
-22.9128167;-45.3259022
-22.9127162;-45.3256696
-22.9125896;-45.3255332
-22.9125257;-45.325414
-22.9124694;-45.3250852
-22.912299;-45.324739
-22.9121281;-45.32446169999999
-22.9119797;-45.32412340000001
-22.9118179;-45.3237733
-22.911632;-45.32307920000001
-22.9112802;-45.3185846
-22.9089949;-45.31794949999999
-22.9086744;-45.3178635
-22.908631;-45.3177776
-22.9085892;-45.3176728
-22.90853810000001;-45.31748290000001
-22.9084676;-45.31730960000001
-22.9083665;-45.3170653
-22.9082489;-45.31690999999999
-22.9081675;-45.3161656
-22.90778720000001;-45.31589220000001
-22.907654;-45.3157738
-22.9075977;-45.3155439
-22.9074849;-45.3151439
-22.9072765;-45.3149907
-22.9071991;-45.3145919
-22.9070015;-45.3143584
-22.9068855;-45.3141547
-22.9067774;-45.31387740000001
-22.9066353;-45.3137406
-22.906567;-45.31332860000001
-22.9063433;-45.31315109999999
-22.9062571;-45.3129756
-22.9061705;-45.3128199
-22.9060851;-45.3125452
-22.905956;-45.3123691
-22.9058812;-45.31221950000001
-22.9058101;-45.312022
-22.9056982;-45.31182150000001
-22.9055969;-45.3115963
-22.905474;-45.3114087
-22.905392;-45.3110146
-22.9051816;-45.310632
-22.9049518;-45.31022280000001
-22.9047231;-45.30984849999999
-22.9045099;-45.3096093
-22.9043628;-45.3094444
-22.9042645;-45.3093728
-22.9042218;-45.3092184
-22.9041365;-45.30908
-22.9040543;-45.30894190000001
-22.9039673;-45.3082731
-22.90354;-45.3081314
-22.9034481;-45.3079342
-22.9033194;-45.30787289999999
-22.903279;-45.30779319999999
-22.9032166;-45.3074951
-22.9030104;-45.306686
-22.9024501;-45.3059886
-22.901973;-45.3056125
-22.9017351;-45.3054728
-22.9016258;-45.30520729999999
-22.9014334;-45.3050288
-22.9013128;-45.3047729
-22.9011315;-45.3045057
-22.9009444;-45.3042444
-22.9007735;-45.3040124
-22.9006079;-45.3037563
-22.9004179;-45.3035995
-22.9003117;-45.3035582
-22.9002837;-45.3032739
-22.9000838;-45.3029953
-22.8998953;-45.3027294
-22.8997091;-45.30248890000001
-22.8995384;-45.3022395
-22.8993657;-45.3019863
-22.8991911;-45.3017348
-22.8990146;-45.3016295
-22.8989461;-45.3015155
-22.8988666;-45.30150940000001
-22.89886230000001;-45.3013893
-22.8987784;-45.3011047
-22.8985774;-45.3007551
-22.8983435;-45.3004308
-22.8981252;-45.30014320000001
-22.8979345;-45.2997542
-22.8976713;-45.29965690000001
-22.8976047;-45.29943600000001
-22.8974556;-45.2993913
-22.8974255;-45.2993603
-22.8974042;-45.2993462
-22.8973949;-45.2968133
-22.8956192;-45.2950798
-22.8944325;-45.2949328
-22.8943318;-45.293356
-22.8932524;-45.2929913
-22.8930027;-45.292677
-22.8928;-45.2917399
-22.8921899;-45.2914939
-22.8920029;-45.2909142
-22.8916127;-45.2905113
-22.8913443;-45.2900521
-22.8910282;-45.2897822
-22.8908161;-45.2896544
-22.8907398;-45.2895402
-22.89065;-45.2890406
-22.8903155;-45.288546
-22.8899719;-45.2883392
-22.8898282;-45.28793160000001
-22.8895571;-45.2871262
-22.8890107;-45.286461
-22.8885591;-45.2857377
-22.8880318;-45.2851265
-22.8876088;-45.2844608
-22.8871198;-45.283919
-22.8867434;-45.2834018
-22.8863865;-45.2830798
-22.8861523;-45.2829637
-22.8860682;-45.2826579
-22.8858288;-45.2818564
-22.8852152;-45.2817063
-22.8851002;-45.281598
-22.8850128;-45.2813307
-22.8847972;-45.2807077
-22.8842987;-45.2796602
-22.8834396;-45.2786681
-22.882626;-45.2784922
-22.8824843;-45.2762528
-22.8806417;-45.2761072
-22.8805219;-45.27567040000001
-22.8801625;-45.27527259999999
-22.8798352;-45.2749405
-22.8795653;-45.2747941
-22.8794463;-45.2745013
-22.8792084;-45.2743007
-22.8790454;-45.2737147
-22.8785492;-45.2733862
-22.8782804;-45.2731564
-22.8781017;-45.2730419
-22.8780141;-45.2728918
-22.8778991;-45.2728586
-22.8778736;-45.2726752
-22.8777518;-45.272329
-22.8775238;-45.272092
-22.8773843;-45.27188650000001
-22.8772633;-45.2716165
-22.8771166;-45.2714258
-22.8770091;-45.27138620000001
-22.8769867;-45.2712222
-22.8768974;-45.2708765
-22.876733;-45.2705404
-22.8765959;-45.270119
-22.876431;-45.2699173
-22.8763607;-45.2692806
-22.8761526;-45.2688852
-22.8760544;-45.26838
-22.8759357;-45.2681153
-22.8758839;-45.2680795
-22.875878;-45.2678293
-22.8758366;-45.2667307
-22.875676;-45.2662565
