Latitude;Longitude
-23.4126527;-46.35826230000001
-23.4124864;-46.3582363
-23.4124807;-46.35767719999999
-23.4123951;-46.3572436
-23.4123293;-46.3567506
-23.4122553;-46.3566124
-23.4122339;-46.3556736
-23.4120681;-46.35548110000001
-23.4120341;-46.3535564
-23.4116942;-46.3527143
-23.4115294;-46.35231069999999
-23.41144960000001;-46.3513757
-23.4112633;-46.3509776
-23.411184;-46.3500332
-23.4110039;-46.3486899
-23.4107476;-46.3471547
-23.4104548;-46.3463059
-23.4102762;-46.3454966
-23.4101157;-46.3450359
-23.4100243;-46.34478
-23.4099814;-46.3440631
-23.4098393;-46.34353880000001
-23.4097361;-46.3430134
-23.4096325;-46.3423284
-23.4094543;-46.3421337
-23.4094003;-46.3419806
-23.4093609;-46.34169040000001
-23.4092854;-46.3413817
-23.4091981;-46.3410723
-23.4091082;-46.3406055
-23.4089494;-46.3403065
-23.4088279;-46.3398463
-23.4086425;-46.33950320000001
-23.40850920000001;-46.3393808
-23.4084485;-46.3392149
-23.4083712;-46.339173
-23.40835360000001;-46.3390707
-23.4083058;-46.339067
-23.4083045;-46.33889609999999
-23.4082221;-46.33872580000001
-23.4081353;-46.3383882
-23.4079618;-46.3382207
-23.4078702;-46.3380541
-23.4077834;-46.33788869999999
-23.4076873;-46.3377241
-23.407596;-46.3375607
-23.4075001;-46.3373969
-23.4073992;-46.3372347
-23.4073031;-46.3370737
-23.40720230000001;-46.3369135
-23.4070973;-46.3367542
-23.4069964;-46.3365958
-23.4068912;-46.3365806
-23.4068805;-46.3364392
-23.4067814;-46.3362833
-23.4066763;-46.3361288
-23.4065661;-46.3357628
-23.4063193;-46.3348527
-23.4057293;-46.3345356
-23.4055237;-46.33330850000001
-23.404728;-46.33306060000001
-23.4045891;-46.3328233
-23.4044672;-46.3327022
-23.404406;-46.332603
-23.4043527;-46.33250260000001
-23.4043039;-46.3324013
-23.4042505;-46.3321961
-23.4041529;-46.33209240000001
-23.4041087;-46.3319878
-23.4040599;-46.3318823
-23.4040201;-46.33180609999999
-23.4039883;-46.3317763
-23.4039759;-46.33156199999999
-23.4038964;-46.331454
-23.40386120000001;-46.3309591
-23.4036868;-46.3306154
-23.4035749;-46.3302718
-23.4034629;-46.3300081
-23.4033969;-46.32967710000001
-23.403323;-46.3295104
-23.4032905;-46.3293549
-23.4032532;-46.3291609
-23.4032202;-46.3290217
-23.4031902;-46.3288562
-23.40315920000001;-46.3286902
-23.4031326;-46.32852170000001
-23.4031014;-46.3283955
-23.4030824;-46.32826480000001
-23.4030656;-46.3280087
-23.4030413;-46.327755
-23.4030191;-46.32750740000001
-23.4029968;-46.32680609999999
-23.4029446;-46.326582
-23.4029302;-46.3263927
-23.4029266;-46.3262825
-23.4029355;-46.3261234
-23.4029298;-46.3255474
-23.4029088;-46.3252209
-23.4028687;-46.3251994
-23.4028664;-46.3250604
-23.4028512;-46.32500440000001
-23.4028512;-46.324816
-23.4028512;-46.32444350000001
-23.4028579;-46.32425499999999
-23.4028647;-46.3237736
-23.4028512;-46.3233334
-23.4028336;-46.3228343
-23.402839;-46.322422
-23.4028363;-46.3218699
-23.4027931;-46.32148029999999
-23.4027714;-46.3213355
-23.4027633;-46.3212846
-23.4027611;-46.3208011
-23.4027404;-46.3197188
-23.4026868;-46.3193538
-23.4026444;-46.3190564
-23.4026282;-46.3188046
-23.4026215;-46.3185661
-23.4026363;-46.3184056
-23.402639;-46.3182231
-23.4026471;-46.3178903
-23.4026471;-46.3175703
-23.4026212;-46.3175598
-23.4026202;-46.3174171
-23.4026106;-46.31736349999999
-23.4026066;-46.3171591
-23.4025961;-46.3171523
-23.4025957;-46.3167325
-23.4025818;-46.3166373
-23.402573;-46.3163744
-23.4025486;-46.31605909999999
-23.4025164;-46.3157159
-23.4024558;-46.3154043
-23.40241530000001;-46.3147996
-23.4023434;-46.3145675
-23.4023311;-46.3133198
-23.4021043;-46.3129446
-23.4020312;-46.3119756
-23.4018747;-46.31072480000001
-23.4016442;-46.31066030000001
-23.4016328;-46.3093939
-23.4014188;-46.3085512
-23.4012532;-46.3080401
-23.4011528;-46.3075427
-23.401055;-46.30567
-23.4007176;-46.30494589999999
-23.4005863;-46.3037852
-23.4003807;-46.3034392
-23.4003013;-46.3030596
-23.4002096;-46.3029836
-23.4001912;-46.3028711
-23.4001603;-46.3025272
-23.4000659;-46.3023099
-23.3999997;-46.3022143
-23.3999705;-46.3021247
-23.399941;-46.3017812
-23.399828;-46.30157260000001
-23.3997555;-46.3015607
-23.3997514;-46.3013904
-23.3996891;-46.3013017
-23.3996566;-46.3008923
-23.3994885;-46.30048970000001
-23.3993221;-46.3001378
-23.3991759;-46.2996852
-23.398988;-46.2990632
-23.3987143;-46.2984433
-23.3984961;-46.298269
-23.3984416;-46.29788469999999
-23.3983214;-46.29750359999999
-23.39822270000001;-46.29708190000001
-23.3981315;-46.2961702
-23.3980358;-46.295972
-23.3980207;-46.29559579999999
-23.3979919;-46.2951489
-23.3979414;-46.29467929999999
-23.3978477;-46.2940995
-23.3976863;-46.29403249999999
-23.3976676;-46.29358720000001
-23.3975118;-46.29346319999999
-23.3974589;-46.2933292
-23.3974018;-46.29303929999999
-23.3972783;-46.292678
-23.3970913;-46.2924514
-23.3969741;-46.29222900000001
-23.3968471;-46.2921187
-23.396783;-46.2920095
-23.3967199;-46.2919667
-23.3966931;-46.2918661
-23.3966307;-46.2913561
-23.3963347;-46.2907549
-23.3959795;-46.29033509999999
-23.3957443;-46.2898965
-23.3954823;-46.28960750000001
-23.3953195;-46.2891958
-23.3950781;-46.289102
-23.3950231;-46.2890306
-23.3949813;-46.2889368
-23.3949263;-46.28875430000001
-23.3948193;-46.2881841
-23.3944849;-46.28781200000001
-23.3942677;-46.287709
-23.3942072;-46.28749360000001
-23.3940876;-46.2868541
-23.3937618;-46.2858422
-23.3932286;-46.28572659999999
-23.3931611;-46.28386370000001
-23.3923427;-46.2837107
-23.3922775;-46.2825825
-23.3917803;-46.2824267
-23.3917167;-46.28177329999999
-23.3914465;-46.2812646
-23.3912213;-46.2805671
-23.390909;-46.2796545
-23.39050320000001;-46.2788381
-23.3901755;-46.2783701
-23.3899669;-46.2779023
-23.3897581;-46.2772178
-23.389442;-46.2765057
-23.389142;-46.2748418
-23.3884195;-46.271672
-23.3870405;-46.2704035
-23.3864886;-46.27025549999999
-23.3864242;-46.2702265
-23.3864116;-46.2693698
-23.3860395;-46.2672153
-23.3851036;-46.266446
-23.3847877;-46.266149
-23.3846475;-46.26577940000001
-23.3844884;-46.265432
-23.3843337;-46.2645948
-23.3839754;-46.263918
-23.3836503;-46.2634589
-23.3834303;-46.2622387
-23.3827571;-46.2618015
-23.3825252;-46.26160580000001
-23.3823996;-46.2614504
-23.3822987;-46.2612926
-23.3821903;-46.26113820000001
-23.3820864;-46.2610643
-23.3820303;-46.26036379999999
-23.3815706;-46.2598872
-23.381264;-46.25783680000001
-23.3798927;-46.25752
-23.3796809;-46.2574574
-23.379639;-46.2573608
-23.379576;-46.2572011
-23.3794718;-46.2568816
-23.3792635;-46.2567219
-23.3791593;-46.2565622
-23.3790551;-46.2557635
-23.3785342;-46.2555584
-23.3784054;-46.2554594
-23.3783432;-46.25539450000001
-23.378307;-46.25527290000001
-23.3782393;-46.2551791
-23.3781882;-46.2549873
-23.3780938;-46.2548898
-23.3780464;-46.254693
-23.37796120000001;-46.2545925
-23.3779187;-46.2545257
-23.3778933;-46.2543915
-23.37784230000001;-46.2543447
-23.3778246;-46.2542894
-23.3778037;-46.2532116
-23.3775382;-46.2530929
-23.3775166;-46.2528823
-23.3774782;-46.25232350000001
-23.3773791;-46.2515718
-23.3772494;-46.2506505
-23.3770858;-46.2500162
-23.3769626;-46.2489383
-23.3767638;-46.24882940000001
-23.3767375;-46.2485055
-23.3766454;-46.24835740000001
-23.3765962;-46.24829230000001
-23.3765751;-46.2481866
-23.3765357;-46.2479767
-23.3764565;-46.24787250000001
-23.3764128;-46.2477003
-23.3763431;-46.24763639999999
-23.3763147;-46.2474552
-23.3762343;-46.2473075
-23.3761559;-46.24714840000001
-23.3760733;-46.2470592
-23.3760197;-46.2470482
-23.3760133;-46.2469577
-23.3759608;-46.2469557
-23.3759596;-46.2468653
-23.3759083;-46.2467718
-23.3758481;-46.2466751
-23.3757925;-46.2465786
-23.3757294;-46.2464799
-23.3756606;-46.2464009
-23.37559170000001;-46.2463216
-23.3755324;-46.2462374
-23.375461;-46.2461539
-23.3753924;-46.2460732
-23.3753197;-46.2459948
-23.37525030000001;-46.2459077
-23.3751693;-46.24582699999999
-23.3750939;-46.24576430000001
-23.3750262;-46.2456869
-23.374946;-46.2456113
-23.3748706;-46.24553750000001
-23.3747902;-46.2454647
-23.3747093;-46.24539359999999
-23.3746293;-46.24533379999999
-23.3745565;-46.245152
-23.3743352;-46.2446259
-23.3736949;-46.24420820000001
-23.3731863;-46.2440361
-23.3729768;-46.24308690000001
-23.3718214;-46.2430256
-23.3717366;-46.24296320000001
-23.3716563;-46.2428647
-23.3715352;-46.24283209999999
-23.3714987;-46.24276230000001
-23.3714167;-46.2426907
-23.3713388;-46.24261810000001
-23.3712614;-46.2425445
-23.3711891;-46.24246879999999
-23.37111150000001;-46.24239190000001
-23.3710381;-46.24231340000001
-23.3709653;-46.2422338
-23.3708967;-46.24207079999999
-23.3707601;-46.24198719999999
-23.3706914;-46.2419029
-23.3706275;-46.241817
-23.3705596;-46.24172949999999
-23.3705003;-46.24164160000001
-23.3704363;-46.2414612
-23.3703176;-46.2413964
-23.3702757;-46.2413696
-23.3702583;-46.2412323
-23.3701774;-46.2411837
-23.3701488;-46.24108900000001
-23.3700982;-46.2409929
-23.370044;-46.24089659999999
-23.3699935;-46.2407008
-23.3699023;-46.2405459
-23.3698312;-46.2405017
-23.3698109;-46.24029290000001
-23.3697342;-46.2401257
-23.36967290000001;-46.2398741
-23.3695967;-46.23962760000001
-23.3695227;-46.2394359
-23.3694812;-46.2391811
-23.369426;-46.2390072
-23.3693977;-46.2388685
-23.3693816;-46.2387193
-23.369359;-46.23861780000001
-23.3693509;-46.23846120000001
-23.3693437;-46.2382301
-23.3693272;-46.2378747
-23.3693026;-46.23764720000001
-23.3692903;-46.2373358
-23.3692609;-46.2371234
-23.3692475;-46.2368763
-23.369222;-46.2365842
-23.3692018;-46.236518
-23.3691905;-46.2363008
-23.3691535;-46.2360881
-23.3691118;-46.2359001
-23.3690734;-46.2356887
-23.3690124;-46.23556790000001
-23.3689762;-46.2353927
-23.3689238;-46.2350576
-23.3687957;-46.234944
-23.3687452;-46.234849
-23.3686993;-46.2347607
-23.3686577;-46.2346743
-23.3686122;-46.23467220000001
-23.3686113;-46.23458209999999
-23.36857480000001;-46.2339131
-23.3682993;-46.23335409999999
-23.3680676;-46.2330365
-23.367936;-46.2323112
-23.3676224;-46.2316022
-23.3673158;-46.2312477
-23.3671625;-46.230716
-23.3669325;-46.2301842
-23.3667025;-46.230007
-23.3666259;-46.2298511
-23.3665585;-46.22947700000001
-23.3663924;-46.2291243
-23.3662358;-46.2289479
-23.3661575;-46.2273604
-23.3654527;-46.227184
-23.3653744;-46.22630209999999
-23.3649828;-46.22520380000001
-23.3644925;-46.2248144
-23.364286;-46.22442519999999
-23.3640792;-46.2241881
-23.3639724;-46.2240092
-23.3638831;-46.2238309
-23.363794;-46.2234769
-23.3636071;-46.2232503
-23.3634784;-46.2231266
-23.3634111;-46.2227801
-23.3632149;-46.22243769999999
-23.3630098;-46.2222678
-23.3629073;-46.2220989
-23.3628;-46.2217643
-23.3625855;-46.2214343
-23.3623626;-46.2212708
-23.3622509;-46.2209184
-23.3620195;-46.2192093
-23.3608973;-46.21907150000001
-23.3607992;-46.2189325
-23.3607054;-46.21879229999999
-23.3606114;-46.2186511
-23.3605177;-46.2185086
-23.3604283;-46.2183648
-23.3603344;-46.2182201
-23.3602497;-46.2180742
-23.3601601;-46.2177794
-23.3599912;-46.2176306
-23.3599112;-46.2173292
-23.3597507;-46.2172013
-23.3596867;-46.2171774
-23.3596748;-46.21702869999999
-23.35960160000001;-46.21687060000001
-23.3595237;-46.21656
-23.3593817;-46.2162464
-23.359248;-46.2159293
-23.3591149;-46.2157691
-23.3590526;-46.2156087
-23.3589951;-46.2154476
-23.3589337;-46.2152861
-23.3588808;-46.2151242
-23.3588232;-46.2149614
-23.3587744;-46.2147985
-23.3587216;-46.2144704
-23.3586244;-46.21380839999999
-23.3584488;-46.2136416
-23.3584093;-46.21347440000001
-23.3583741;-46.2133675
-23.3583494;-46.2133063
-23.3583352;-46.2131383
-23.3583046;-46.2129703
-23.3582699;-46.2124625
-23.3581789;-46.2122926
-23.358153;-46.2122156
-23.3581356;-46.2117182
-23.3580236;-46.21164410000001
-23.3580097;-46.2097248
-23.3576486;-46.2097097
-23.3576458;-46.2095322
-23.3576153;-46.2089574
-23.3575166;-46.20836969999999
-23.3573978;-46.2080727
-23.3573316;-46.2077684
-23.3572527;-46.20762360000001
-23.3572141;-46.20746520000001
